id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,square_feet,bedrooms,amenities_count,price_log,reviews_log,nights_log,reviews,nights,Predicted_Price,Price_Suggestion_Diff
19246634,Spacious and Bright 1.5 Bedroom by Prospect Park,23350812,Jonathan,Brooklyn,Kensington,40.64676,-73.97403,home/apt,93,13,6,22-02-2019,0.25,1,37,,0,2,4.543294782,1.945910149,2.63905733,6,13,93.030945,0.030944824
34565485,West 80's Private Bedroom Walk to  Central Park,21930989,Mark,Manhattan,Upper West Side,40.78996,-73.97561,Private room,97,1,5,23-06-2019,4.17,2,117,202,1,2,4.584967479,1.791759469,0.693147181,5,1,97.71439,0.714393616
3780206,Perfect Brooklyn Studio Apartment,6739436,Madeline,Brooklyn,Bushwick,40.70716,-73.92171,home/apt,90,1,40,16-01-2016,0.68,1,0,1268,2,3,4.510859507,3.713572067,0.693147181,40,1,97.0533,7.05329895
34569621,Sonder | 116 John | Welcoming 2BR + Rooftop,219517861,Sonder (NYC),Manhattan,Financial District,40.70671,-74.00471,home/apt,179,29,0,,0,327,333,773,1,4,5.192956851,0,3.401197382,0,29,184.61485,5.614852905
22420010,"The ""TriBeCa Loft"" #5 | A brand New 2 beds Loft",3231509,Annamaria,Manhattan,Tribeca,40.71912,-74.0038,home/apt,499,14,14,06-03-2019,0.78,4,298,991,2,6,6.214608098,2.708050201,2.708050201,14,14,496.33997,-2.66003418
34228220,Newly Renovated 2 bedroom in Heart of Times Square,258413226,Collin,Manhattan,Hell's Kitchen,40.75548,-73.99513,home/apt,225,3,11,02-07-2019,5.08,1,152,1623,4,5,5.420534999,2.48490665,1.386294361,11,3,193.97708,-31.0229187
1483688,Peaceful Studio in Fort Greene,477140,Mark,Brooklyn,Fort Greene,40.6862,-73.97184,home/apt,150,3,17,24-09-2016,0.43,1,0,1999,3,5,5.017279837,2.890371758,1.386294361,17,3,154.19006,4.190063477
6852731,Cozy apt in very hip Greenpoint!,2407990,Linsy,Brooklyn,Greenpoint,40.72982,-73.95503,home/apt,120,3,2,14-12-2015,0.05,1,0,1347,2,2,4.795790546,1.098612289,1.386294361,2,3,116.01029,-3.989707947
35287808,Room in Upper East - Central Park,222077787,Betty&Sam,Manhattan,Upper East Side,40.76615,-73.95639,Private room,85,1,0,,0,2,7,211,1,1,4.454347296,0,0.693147181,0,1,87.800606,2.800605774
14185610,GORGEOUS STUDIO ON MIDTOWN,22860550,Oliver,Manhattan,Midtown,40.75601,-73.96625,home/apt,115,8,24,20-06-2019,0.69,1,196,401,0,2,4.753590191,3.218875825,2.197224577,24,8,119.53064,4.530639648
17493275,Large one bedroom in historic Clinton Hill,775409,John,Brooklyn,Clinton Hill,40.69478,-73.96126,home/apt,140,3,34,05-07-2019,2.95,1,54,910,2,2,4.94875989,3.555348061,1.386294361,34,3,135.36566,-4.634338379
27909027,Modern Remodeled 1 bedroom Apartment,210831649,Keno,Brooklyn,Brownsville,40.66176,-73.92,home/apt,176,3,0,,0,1,54,501,1,3,5.176149733,0,1.386294361,0,3,107.17499,-68.82501221
21723212,CROWN HEIGHTS GUEST HOUSE 2R2L3R3L+B,74541079,Abraham,Brooklyn,Crown Heights,40.66911,-73.93666,home/apt,459,4,1,24-06-2019,1,9,87,559,1,6,6.131226489,0.693147181,1.609437912,1,4,447.18582,-11.81417847
25772415,Brooklyn Care & Comfort,105828086,Nikki,Brooklyn,Flatbush,40.64324,-73.96332,Private room,45,2,26,01-07-2019,2.02,4,2,328,1,1,3.828641396,3.295836866,1.098612289,26,2,45.242344,0.242343903
185266,Clean and bright with a comfortable atmosphere,889106,Lisa,Brooklyn,Williamsburg,40.71297,-73.94336,Private room,75,4,80,06-07-2019,1.55,1,0,128,1,3,4.33073334,4.394449155,1.609437912,80,4,76.6734,1.673400879
29615968,Cozy&Quiet&Modern sky life in New York,45599567,Hana,Queens,Long Island City,40.74881,-73.93885,Private room,70,14,1,07-01-2019,0.16,1,0,201,1,1,4.262679877,0.693147181,2.708050201,1,14,65.83718,-4.162818909
6799944,Brooklyn Bright Times,257676,Linda,Brooklyn,Flatbush,40.65348,-73.95978,Private room,148,1,12,18-06-2018,0.24,2,90,276,1,1,5.003946306,2.564949357,0.693147181,12,1,98.909546,-49.0904541
35378917,Fabulous 3 bedroom apartment 10 Min from Manhattan,266335518,Panagiotis,Queens,Astoria,40.76444,-73.9157,home/apt,225,2,1,30-06-2019,1,1,270,620,0,5,5.420534999,0.693147181,1.098612289,1,2,223.20973,-1.790267944
34358866,Harlem Residence 3,19201987,Kayser,Manhattan,Washington Heights,40.83416,-73.94327,Private room,55,2,2,02-07-2019,2,1,86,120,1,1,4.025351691,1.098612289,1.098612289,2,2,55.104176,0.104175568
8055598,"SPACIOUS APT, A/C, WIFI, SUBWAY!",2799733,Vinny,Manhattan,Washington Heights,40.85296,-73.93527,home/apt,147,7,27,04-07-2019,0.78,1,294,605,0,3,4.997212274,3.33220451,2.079441542,27,7,145.07489,-1.925109863
867020,Nice quiet room on a backyard,4363775,O.,Brooklyn,Greenpoint,40.73404,-73.95737,Private room,50,31,10,20-07-2018,0.25,3,193,90,1,1,3.931825633,2.397895273,3.465735903,10,31,50.656773,0.656772614
11858737,Great Room in the Lower East Side,40068602,Jeremy,Manhattan,East Village,40.72099,-73.97993,Private room,69,1,1,23-03-2016,0.02,1,0,256,1,1,4.248495242,0.693147181,0.693147181,1,1,70.39638,1.396377563
32282597,"E Flatbush! Cozy, 20 min walk to Dwnstate Hosp",242296495,Angela,Brooklyn,East Flatbush,40.64941,-73.93451,Private room,33,1,14,06-07-2019,3.09,3,37,237,1,1,3.526360525,2.708050201,0.693147181,14,1,34.552963,1.552963257
27824606,Huge outdoor w/ amazing view right from your room,73820234,Yeon,Manhattan,West Village,40.73213,-74.00865,Private room,100,3,35,07-06-2019,3.3,1,112,204,1,1,4.615120517,3.583518938,1.386294361,35,3,98.798225,-1.201774597
20017636,"LES 1 Bedroom. Cozy, Sunny, Modular",15520689,Laura,Manhattan,Lower East Side,40.71692,-73.98321,home/apt,90,26,1,31-08-2017,0.04,1,0,566,1,3,4.510859507,0.693147181,3.295836866,1,26,93.67377,3.67376709
10015195,Madison Avenue 1 Bedroom Suite,50760546,CRNY Monthly Rentals,Manhattan,Midtown,40.75093,-73.98096,home/apt,110,30,1,30-09-2016,0.03,31,133,517,0,2,4.709530201,0.693147181,3.433987204,1,30,123.04784,13.0478363
16625310,Lovely BedStuy apartment w/ young professionals.,6025804,Vero,Brooklyn,Bedford-Stuyvesant,40.6849,-73.9289,Private room,29,1,0,,0,1,0,101,1,1,3.401197382,0,0.693147181,0,1,36.243835,7.243835449
250259,Pre-War Williamsburg Loft,1311398,Ben,Brooklyn,Williamsburg,40.7184,-73.96019,home/apt,295,5,125,07-07-2019,3.04,1,0,1008,2,5,5.690359454,4.836281907,1.791759469,125,5,200.59737,-94.40263367
21098387,"Private room in Times Square, HEART of the city!",133790239,Erica,Manhattan,Hell's Kitchen,40.75906,-73.98898,Private room,150,2,0,,0,1,0,223,1,5,5.017279837,0,1.098612289,0,2,197.14018,47.1401825
23355035,Chic + Bright One Bedrooom Apartment,428643,Chanae,Manhattan,East Harlem,40.7876,-73.94139,home/apt,149,3,15,24-05-2019,0.92,1,120,661,1,3,5.010635294,2.772588722,1.386294361,15,3,149.36021,0.360214233
31748955,Comfy Private bedroom in shared APT - Wyckoff Hosp,200927536,Manu,Brooklyn,Bushwick,40.70535,-73.91817,Private room,65,7,0,,0,3,329,221,1,1,4.189654742,0,2.079441542,0,7,55.37156,-9.628440857
20902644,Cosy & quiet room in Brooklyn steps to the subway,110348515,Pauline,Brooklyn,Greenpoint,40.72965,-73.95707,Private room,98,2,7,01-04-2018,0.34,1,0,245,1,3,4.59511985,2.079441542,1.098612289,7,2,93.6982,-4.301803589
35493937,"1 bdrm condo/ rooftop pool, jacuzzi, water views!",10811427,David,Manhattan,Murray Hill,40.74536,-73.97222,home/apt,189,2,1,23-06-2019,1,1,69,390,0,4,5.247024072,0.693147181,1.098612289,1,2,193.78397,4.783966064
4308633,Wonderful Willi!,22364611,Basil,Brooklyn,Williamsburg,40.71603,-73.9547,Private room,94,2,46,03-06-2019,0.9,1,267,200,1,1,4.553876892,3.850147602,1.098612289,46,2,85.278595,-8.721405029
14397396,Lots of light Upper East Side Apartment.,8116703,Valentina,Manhattan,Upper East Side,40.77315,-73.95848,home/apt,210,3,0,,0,1,0,,1,3,5.351858133,0,1.386294361,0,3,190.60938,-19.390625
13186395,Relaxing bushwick  brownstone,73737053,Elicia,Brooklyn,Bushwick,40.69239,-73.91443,Private room,75,1,117,16-06-2019,3.24,3,363,160,1,1,4.33073334,4.770684624,0.693147181,117,1,56.562935,-18.43706512
11627123,Warm and cozy,43128266,常春,Manhattan,Washington Heights,40.83463,-73.94,Shared room,32,1,32,15-11-2018,0.83,3,332,159,1,1,3.496507561,3.496507561,0.693147181,32,1,32.654503,0.654502869
29481874,"Large, comfortable, one-bedroom Astoria apartment",20310357,Kira,Queens,Ditmars Steinway,40.77489,-73.9161,Private room,170,1,0,,0,1,157,225,1,4,5.141663557,0,0.693147181,0,1,166.91573,-3.084274292
30499051,Chic and spacious split-level,3104928,Nissa,Manhattan,Upper East Side,40.78191,-73.95292,home/apt,275,3,11,16-06-2019,1.78,1,36,1890,3,3,5.620400866,2.48490665,1.386294361,11,3,162.54659,-112.4534149
2410200,"Heart of Williamsburg, Brooklyn!",11982812,Georgia,Brooklyn,Williamsburg,40.71023,-73.94657,Private room,89,1,99,18-11-2017,1.55,1,0,300,1,1,4.49980967,4.605170186,0.693147181,99,1,78.19589,-10.80410767
6279160,1 Bedroom steps from Central Park,9742010,Peter,Manhattan,Upper West Side,40.78203,-73.97644,Private room,175,2,0,,0,1,0,206,1,3,5.170483995,0,1.098612289,0,2,154.67752,-20.32247925
26162960,Bridge view,4410830,Mik,Brooklyn,Williamsburg,40.71162,-73.96431,home/apt,225,4,4,24-06-2019,0.38,1,50,839,1,3,5.420534999,1.609437912,1.609437912,4,4,161.81245,-63.18754578
17839944,CUTE ROOM - Times Square-19minutes,122026078,Shah Memo,Manhattan,Harlem,40.81703,-73.9525,Private room,64,2,8,23-06-2019,0.29,3,98,196,,1,4.17438727,2.197224577,1.098612289,8,2,68.02179,4.021789551
34230593,Spacious UES place. Flexible check-in/out. Subway.,113927793,Liz,Manhattan,Upper East Side,40.77712,-73.95164,home/apt,155,2,8,16-06-2019,3.38,1,0,652,1,3,5.049856007,2.197224577,1.098612289,8,2,140.40036,-14.59963989
33659082,Home Away From Home at Mosholu pkwy,229929832,Ifeoluwa,Bronx,Norwood,40.87414,-73.88342,Private room,51,1,10,04-07-2019,4.76,1,271,190,1,1,3.951243719,2.397895273,0.693147181,10,1,51.245365,0.245365143
4428027,True Brooklyn Loft Experience ,10396079,Anissa,Brooklyn,Prospect Heights,40.67734,-73.96814,home/apt,150,6,5,01-01-2016,0.09,1,0,1058,,3,5.017279837,1.791759469,1.945910149,5,6,149.54668,-0.453323364
23036845,Renovated with view 3 bed 2 bath big Balcony,113805886,Yaacov,Manhattan,Upper East Side,40.77742,-73.95149,home/apt,300,31,1,03-01-2019,0.16,33,248,1449,4,6,5.707110265,0.693147181,3.465735903,1,31,301.6058,1.605804443
27613128,Shared room with bunk beds in Bensonhurst,208367810,Dan,Brooklyn,Gravesend,40.60059,-73.98818,Shared room,35,3,2,03-04-2019,0.32,4,50,126,1,1,3.583518938,1.098612289,1.386294361,2,3,34.44368,-0.55632019
32466401,Sonder | The Nash | Modern Studio + Rooftop,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74915,-73.97557,home/apt,172,29,2,30-05-2019,0.75,327,338,2158,4,3,5.153291594,1.098612289,3.401197382,2,29,167.39264,-4.60736084
35163190,Big 1 bedroom apartment 15 minutes from Manhattan!,16590533,Emily,Queens,Ditmars Steinway,40.77122,-73.90944,home/apt,130,2,2,01-07-2019,2,1,26,511,1,3,4.875197323,1.098612289,1.098612289,2,2,128.21558,-1.784423828
6438239,A spacious studio in Midtown / UES,11885649,Jay,Manhattan,Upper East Side,40.76313,-73.96192,home/apt,195,3,0,,0,1,0,777,1,5,5.278114659,0,1.386294361,0,3,205.97731,10.97731018
5793707,Lower East Side Minimalist Studio,8390853,Warren & Jessica,Manhattan,Lower East Side,40.7189,-73.99182,home/apt,125,3,117,23-06-2019,2.29,1,228,430,0,1,4.836281907,4.770684624,1.386294361,117,3,123.804306,-1.19569397
26945036,Jungle Oasis In the East Village,8266306,Michelle,Manhattan,East Village,40.72847,-73.98807,home/apt,150,2,14,22-06-2019,1.36,1,0,646,1,4,5.017279837,2.708050201,1.098612289,14,2,201.56134,51.56134033
3485146,"Sun Soaked, NYC Brownstone Apt",6707119,Parnell,Manhattan,Harlem,40.8079,-73.94887,home/apt,150,1,1,30-12-2014,0.02,1,0,1801,3,5,5.017279837,0.693147181,0.693147181,1,1,157.94136,7.941360474
74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,40.77635,-73.93426,home/apt,115,2,198,31-05-2019,2.01,1,257,529,0,1,4.753590191,5.293304825,1.098612289,198,2,115.790054,0.790054321
266146,Beautiful studio by Central Park,1385157,Brian,Manhattan,Upper West Side,40.78448,-73.97289,home/apt,109,30,36,19-03-2019,0.39,5,286,1113,2,3,4.700480366,3.610917913,3.433987204,36,30,113.300186,4.300186157
30212741,New Kitchen&Bath : 5min ➡︎ Subway 20min ➡︎ TimeSQ,19303369,Hiroki,Queens,Jackson Heights,40.75074,-73.89339,Private room,43,30,1,01-05-2019,0.43,37,1,286,1,1,3.784189634,0.693147181,3.433987204,1,30,41.975376,-1.024623871
820218,"Lovely East Village Apartment, Sept. 2 to 5 Only",337159,Thomas,Manhattan,East Village,40.73131,-73.98609,home/apt,121,2,6,05-09-2018,0.09,1,156,561,1,3,4.804021045,1.945910149,1.098612289,6,2,146.02435,25.02435303
33391968,Quiet Room in 3bed apt. Near Grand Central. NYC,111807108,Nico,Manhattan,Midtown,40.74526,-73.98163,Private room,48,30,1,30-05-2019,0.75,1,0,189,1,1,3.891820298,0.693147181,3.433987204,1,30,66.29645,18.29644775
21311240,Amazing Location! Apartment in South Williamsburg,154239561,Ismael,Brooklyn,Williamsburg,40.71198,-73.95787,home/apt,200,2,45,30-06-2019,2.16,2,268,535,0,3,5.303304908,3.828641396,1.098612289,45,2,192.538,-7.462005615
28095496,"Roomy FiDi 1BR w/ Gym, Roof deck + Doorman by Blueground",107434423,Blueground,Manhattan,Financial District,40.70427,-74.00964,home/apt,285,30,1,03-11-2018,0.12,232,324,1456,4,5,5.655991811,0.693147181,3.433987204,1,30,282.6732,-2.326812744
8942360,Calm and Cozy Bed-Stuy Room in an Inspiring House,11659708,Malav,Brooklyn,Bedford-Stuyvesant,40.69349,-73.94746,Private room,65,5,1,06-03-2016,0.02,1,0,142,1,1,4.189654742,0.693147181,1.791759469,1,5,59.96582,-5.034179687
36064676,Trendy and Tranquil Brooklyn Duplex,271300364,Your Fave,Brooklyn,Bushwick,40.69599,-73.93154,home/apt,172,1,0,,0,1,88,879,2,3,5.153291594,0,0.693147181,0,1,178.4891,6.489105225
30308289,Spacious Studio Home in Landmark Townhouse,125508339,Robert,Manhattan,Upper West Side,40.80177,-73.9693,home/apt,225,3,15,22-06-2019,2.39,1,25,2446,4,3,5.420534999,2.772588722,1.386294361,15,3,178.43767,-46.56233215
12417189,Largest room in Astoria! Close to all mass transit,13168457,Rob,Queens,Astoria,40.76555,-73.91458,Private room,70,2,18,15-11-2016,0.46,1,89,175,1,1,4.262679877,2.944438979,1.098612289,18,2,68.693214,-1.306785583
5672288,Cozy 1 br apartment in Williamsburg,15586243,Andrew And Coline,Brooklyn,Williamsburg,40.7095,-73.94933,home/apt,100,3,1,27-04-2015,0.02,1,0,,2,2,4.615120517,0.693147181,1.386294361,1,3,105.197174,5.197174072
11320482,living affordably in prim RIVERDALE,24789838,Aljosha,Bronx,Kingsbridge,40.88599,-73.89868,Private room,45,6,0,,0,2,0,205,1,1,3.828641396,0,1.945910149,0,6,47.092697,2.092697144
31759409,conveniet access to NYC,63966717,Carol,Bronx,Belmont,40.85929,-73.89165,Private room,99,2,1,11-03-2019,0.25,2,0,266,1,1,4.605170186,0.693147181,1.098612289,1,2,92.79951,-6.200492859
10537651,Beautiful Central Harlem Apartment,2650644,Bianca,Manhattan,Harlem,40.81306,-73.94141,home/apt,70,7,12,19-01-2019,0.33,1,38,457,0,1,4.262679877,2.564949357,2.079441542,12,7,72.83886,2.838859558
34473821,Whole-floor 2Bdrm Apt in NYC’s Theater District,79461666,Stephen,Manhattan,Hell's Kitchen,40.76421,-73.99132,home/apt,290,3,2,01-07-2019,1.13,3,8,860,1,4,5.673323267,1.098612289,1.386294361,2,3,281.31717,-8.682830811
10184162,In the heart of Williamsburg,50466143,Louis,Brooklyn,Williamsburg,40.71215,-73.95801,Private room,65,2,0,,0,1,0,270,1,1,4.189654742,0,1.098612289,0,2,68.93646,3.936462402
18390316,Private bedroom in Luxury home Bushwick,126632094,Faith,Brooklyn,Bedford-Stuyvesant,40.69455,-73.9341,Private room,70,2,13,23-04-2019,0.49,2,0,,1,1,4.262679877,2.63905733,1.098612289,13,2,55.371452,-14.62854767
20389491,Comfortable Stay in Crown Heights :),68011294,Shay & Adam,Brooklyn,Crown Heights,40.66583,-73.93563,home/apt,70,30,4,17-11-2018,0.18,1,61,840,,1,4.262679877,1.609437912,3.433987204,4,30,71.57671,1.576713562
3783639,Quiet private room in luxury bldg facing park,10193030,Kaori,Manhattan,Harlem,40.82217,-73.94149,Private room,85,3,0,,0,2,88,118,1,3,4.454347296,0,1.386294361,0,3,87.79154,2.791542053
1750527,"Modern, Sunny Duplex PENTHOUSE  w/ BALCONY",3336010,Dahlia,Brooklyn,Bedford-Stuyvesant,40.69194,-73.95952,home/apt,195,3,78,12-05-2019,1.13,1,312,1848,3,5,5.278114659,4.369447852,1.386294361,78,3,192.17169,-2.828308105
13397762,"private oasis in sunnyside, queens",20167238,Erika,Queens,Sunnyside,40.74272,-73.92347,home/apt,110,2,4,27-07-2017,0.11,1,0,637,1,3,4.709530201,1.609437912,1.098612289,4,2,116.31952,6.319519043
21969058,East Harlem Pied A Terre,16864813,Kim,Manhattan,East Harlem,40.80255,-73.94349,home/apt,300,3,38,21-06-2019,2.42,1,272,295,0,7,5.707110265,3.663561646,1.386294361,38,3,309.8861,9.886108398
2461439,Pristine Lower East Side Sanctuary,12586492,Sausan,Manhattan,Lower East Side,40.72007,-73.98946,home/apt,133,14,177,03-05-2019,2.82,2,221,839,2,2,4.8978398,5.18178355,2.708050201,177,14,134.25511,1.255111694
26839759,A little piece of heaven in the West Village!,2264902,Leni,Manhattan,West Village,40.73746,-74.00456,home/apt,350,10,2,02-01-2019,0.17,2,0,275,0,8,5.860786223,1.098612289,2.397895273,2,10,354.0045,4.004486084
34165293,Clean w/ lovely interiors. Nice loc Woodside room!,137358866,Kazuya,Queens,Woodside,40.74654,-73.90776,Private room,60,30,0,,0,103,215,272,1,1,4.110873864,0,3.433987204,0,30,52.811733,-7.188266754
9136581,East Village,47584049,Jonathan,Manhattan,East Village,40.72524,-73.9882,home/apt,180,4,5,27-11-2016,0.11,1,0,,0,4,5.198497031,1.791759469,1.609437912,5,4,184.37648,4.376480103
30984989,susan place,111091786,Susan,Brooklyn,East Flatbush,40.6499,-73.91499,Private room,60,3,2,04-01-2019,0.31,1,189,179,,1,4.110873864,1.098612289,1.386294361,2,3,57.560154,-2.439846039
21824323,Large Sunnyside Apartment 20 min to Times Square,23818224,Michael,Queens,Sunnyside,40.74523,-73.91676,home/apt,95,14,5,02-05-2019,0.26,1,0,554,1,2,4.564348191,1.791759469,2.708050201,5,14,90.34335,-4.656646729
17189484,The Traveler's Suite,21376087,LeeAna,Brooklyn,Greenpoint,40.73301,-73.95835,home/apt,100,2,176,30-06-2019,6.02,1,14,279,0,2,4.615120517,5.176149733,1.098612289,176,2,101.24621,1.246208191
35607932,LGBT welcome for Pride Greenwich Village,265901814,Evette,Manhattan,West Village,40.73613,-73.9987,Private room,125,1,0,,0,2,75,201,1,1,4.836281907,0,0.693147181,0,1,120.36967,-4.630332947
9826062,One Bedroom Midtown East Cozy 1 BR,28768715,Tom,Manhattan,Murray Hill,40.74852,-73.97521,home/apt,210,3,59,03-07-2019,1.54,1,248,1145,2,3,5.351858133,4.094344562,1.386294361,59,3,210.42754,0.427536011
4163710,Cozy private room in beautiful apt ,21609476,Beatrice,Brooklyn,Midwood,40.6251,-73.96163,Private room,40,15,1,03-11-2014,0.02,1,0,126,1,1,3.713572067,0.693147181,2.772588722,1,15,41.13005,1.130050659
7354701,Brooklyn Brownstone duplex + garden,3484734,JaimeLee & Travis,Brooklyn,Bedford-Stuyvesant,40.68396,-73.92872,home/apt,159,7,6,04-01-2019,0.19,1,1,727,1,4,5.075173815,1.945910149,2.079441542,6,7,186.925,27.92500305
25892102,Spacious room in unique loft,20065291,Stefan,Brooklyn,Bedford-Stuyvesant,40.68983,-73.95626,Private room,45,2,1,04-11-2018,0.12,1,0,205,1,1,3.828641396,0.693147181,1.098612289,1,2,54.840775,9.840774536
21984170,Columbus Circle Spacious Studio near everything,16025677,Meng-Mei,Manhattan,Hell's Kitchen,40.76978,-73.98936,home/apt,115,5,0,,0,2,0,1355,2,3,4.753590191,0,1.791759469,0,5,119.68062,4.680618286
652691,COLUMBUS CIRCLE~100% FURNISHED W.58,1475015,Mike,Manhattan,Upper West Side,40.76934,-73.98464,home/apt,95,30,1,01-11-2012,0.01,52,365,736,1,3,4.564348191,0.693147181,3.433987204,1,30,103.53678,8.536781311
11434848,Private room in Manhattan,12925391,Claire,Manhattan,Harlem,40.8006,-73.95314,Private room,55,1,0,,0,1,0,164,1,1,4.025351691,0,0.693147181,0,1,60.241043,5.241043091
20887992,Homey & Cozy Near Pratt! (Cat Lovers Only),8207362,Karina,Brooklyn,Bedford-Stuyvesant,40.68989,-73.93747,Private room,60,1,21,26-06-2019,0.95,2,82,175,1,1,4.110873864,3.091042453,0.693147181,21,1,60.631607,0.631607056
5895082,45 Ave 159 st Flushing private room,30616879,Anna,Queens,Flushing,40.76173,-73.80767,Private room,55,2,55,28-02-2019,1.12,3,342,167,1,1,4.025351691,4.025351691,1.098612289,55,2,55.81599,0.815990448
29628380,Modern  Studio Apartment,155027850,Dilek,Brooklyn,Bergen Beach,40.61954,-73.91133,home/apt,85,5,17,01-07-2019,2.24,1,305,,2,2,4.454347296,2.890371758,1.791759469,17,5,86.09741,1.097412109
3429765,Sunny Private Room,16286162,Pat,Bronx,Allerton,40.86689,-73.85776,Private room,47,2,75,05-07-2018,1.27,4,172,95,1,1,3.871201011,4.33073334,1.098612289,75,2,47.283493,0.283493042
16617893,Modern Loft Style Apt in trendy Brooklyn,6562818,Salvatore,Brooklyn,Greenpoint,40.73693,-73.95507,home/apt,94,3,28,05-05-2019,0.93,1,11,462,0,1,4.553876892,3.36729583,1.386294361,28,3,92.89187,-1.108131409
12081327,Private bedroom for 2-4 night stay in Clinton Hill,2134560,Patrick,Brooklyn,Clinton Hill,40.69011,-73.96656,Private room,100,2,0,,0,1,0,,1,2,4.615120517,0,1.098612289,0,2,94.781395,-5.218605042
20173955,Cozy studio apartment Lower East Side / Lil Italy,67754093,Jayd,Manhattan,Lower East Side,40.72013,-73.9922,home/apt,135,14,0,,0,1,0,1387,2,1,4.912654886,0,2.708050201,0,14,129.60974,-5.390258789
30206080,NEW Bright upper east side 1 bedroom!,219718268,David,Manhattan,Upper East Side,40.76917,-73.95367,home/apt,230,2,13,11-03-2019,1.78,1,0,460,0,5,5.442417711,2.63905733,1.098612289,13,2,222.16881,-7.831192017
3946177,"A Safe & Pleasant Time in NYC, 2",20438402,Geoff & Aurelia,Manhattan,East Harlem,40.7948,-73.93457,home/apt,264,3,38,01-10-2018,0.65,3,0,1051,2,4,5.579729826,3.663561646,1.386294361,38,3,257.29773,-6.702270508
12064423,Beautiful private room in Bedstuy,13406868,Andrew,Brooklyn,Bedford-Stuyvesant,40.68464,-73.95002,Private room,45,4,1,15-05-2016,0.03,1,0,249,,1,3.828641396,0.693147181,1.609437912,1,4,46.97163,1.971630096
27836864,The Buchanan’s,45155504,Violet,Queens,St. Albans,40.70046,-73.74834,home/apt,130,2,17,01-07-2019,1.69,1,352,913,1,2,4.875197323,2.890371758,1.098612289,17,2,132.10028,2.100280762
34429111,Central Manhattan Shared Ladies Apartment,247453895,Kamila,Manhattan,Murray Hill,40.74532,-73.97534,Shared room,43,2,2,01-06-2019,1.43,3,358,146,1,1,3.784189634,1.098612289,1.098612289,2,2,44.20957,1.209571838
19720126,Spacious West Harlem Studio!,96742320,Anne,Manhattan,Harlem,40.82411,-73.9509,home/apt,98,2,2,22-08-2017,0.09,1,0,770,,3,4.59511985,1.098612289,1.098612289,2,2,104.53477,6.534767151
21041077,Huge Bedroom Next to Lines Q & 6 UPPER EAST SIDE,114011720,Alexandre,Manhattan,Upper East Side,40.7844,-73.9485,Private room,70,3,2,04-11-2017,0.09,1,0,222,,1,4.262679877,1.098612289,1.386294361,2,3,71.218376,1.21837616
16565435,Light-filled South Slope Nest!,3291579,Rebecca,Brooklyn,Sunset Park,40.66156,-73.99318,home/apt,73,2,48,21-06-2019,1.86,1,2,,2,1,4.304065093,3.891820298,1.098612289,48,2,74.05063,1.050628662
20857866,Nettie's Brooklyn Dream Space,105828086,Nikki,Brooklyn,Flatbush,40.64108,-73.96378,Private room,75,2,25,20-05-2019,1.16,4,0,113,1,2,4.33073334,3.258096538,1.098612289,25,2,75.04096,0.040962219
29215600,Charming cozy bedroom in Clinton Hill!,1303899,Nicolas,Brooklyn,Clinton Hill,40.68933,-73.96082,Private room,45,3,1,18-10-2018,0.11,1,189,109,1,1,3.828641396,0.693147181,1.386294361,1,3,53.650635,8.650634766
21313582,Cozy bedroom in Artist's Apartment-Atelier,1566510,Nastya,Manhattan,Lower East Side,40.71818,-73.98922,Private room,85,1,77,27-06-2019,3.68,2,0,269,1,1,4.454347296,4.356708827,0.693147181,77,1,83.11214,-1.887863159
14266097,The Brooklyn Vibe,12582591,Richard,Brooklyn,Prospect-Lefferts Gardens,40.65825,-73.96073,home/apt,130,1,83,17-06-2019,2.34,1,0,1985,3,3,4.875197323,4.430816799,0.693147181,83,1,124.637436,-5.362564087
20406982,"Spacious and Cozy apartment, minutes to Manhattan!",57339374,Valentina,Brooklyn,Borough Park,40.64394,-73.99524,Private room,75,2,25,10-06-2019,1.08,1,129,153,1,2,4.33073334,3.258096538,1.098612289,25,2,74.98304,-0.016960144
23647298,Cozy Upper East Side Studio Apartment,142765455,Genna,Manhattan,Upper East Side,40.78268,-73.94977,home/apt,110,3,2,12-08-2018,0.14,1,0,581,1,2,4.709530201,1.098612289,1.386294361,2,3,105.84025,-4.159751892
10901062,Stylish Windsor Terrace flat,836911,Cathy,Brooklyn,Windsor Terrace,40.65636,-73.97945,home/apt,150,4,1,30-03-2016,0.03,3,0,,0,4,5.017279837,0.693147181,1.609437912,1,4,157.54767,7.547668457
18179365,2 bedroom apartment with private Patio,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76318,-73.99462,home/apt,200,30,1,29-07-2017,0.04,31,350,763,1,5,5.303304908,0.693147181,3.433987204,1,30,200.7496,0.749603271
10342806,Cozy Washington Heights Bedroom,48370755,Sheldon,Manhattan,Washington Heights,40.85143,-73.93089,Private room,45,1,3,24-07-2017,0.08,1,0,250,1,1,3.828641396,1.386294361,0.693147181,3,1,44.088818,-0.911182404
